"Mfr Part # "	"Manufacturer"	"Product Title"	"Product Description"	"Category"	"Price"	"Condition"	"MSRP"	"category"	"Product URL"	"Image URL"	"Stock Status"	"Promotional Message"
"S44297"	"Avianne & Co"	"14K White Gold Womens Diamond Cocktail Ring 0.36 Ctw"	"This exquisite  womens diamond cocktail ring is crafted in 14K white gold. The square center piece features four prong set round cut diamonds with pave set round cut diamonds surrounding it. Another set of pave set round cut diamonds are set half way around the band. This is a lovely diamond cocktail ring which gleams with beauty and sophistication. "	"Diamond Ring"	725	"new"	2175	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/829/s/14k-white-gold-diamond-engagement-ring-0-36-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//s/4/s44297-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"SI7357D"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.62 Ctw"	"This seven cluster stone womens diamond  ring is crafted in 14K white gold. The center is pave set with seven round cut diamonds and surrounded with brilliant prong set round cut diamonds. This elegant diamond ring is an ideal diamond accessory for an every day wear."	"Diamond Ring"	890	"new"	2670	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/833/s/14k-white-gold-diamond-engagement-ring-0-62-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_1336.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"MP5146B"	"Avianne & Co"	"14K White Gold Womens Diamond Heart Pendant 0.91 Ctw"	"This large three hearts in one womens diamond pendant is crafted in 14K white gold. The smallest heart is filled with pave set round cut diamonds and held by a second heart which is prong set with round cut diamonds. The main outer heart is also prong set with numerous round cut diamonds. This lovely womens diamond heart pendant weighs approximately 3.7 grams.  NOTE: This chain is for illustration purposes only and may be purchased separately. "	"Diamond Pendant"	1277	"new"	3830	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Heart Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/834/s/14k-white-gold-womens-diamond-heart-pendant-0-91-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//m/p/mp5146ba.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"PSC5099"	"Avianne & Co"	"14K White Gold Womens Diamond Heart Pendant 0.25 Ctw"	"This elegant two in one diamond heart pendant is crafted in 14K White Gold. These two hearts are outlined with brilliant prong set round cut diamonds. Very simple and extremely attractive in appearance, this womens diamond heart pendant  is a perfect idea for a special gift.  Note: The chain is for illustration purposes only and may be purchased separately. "	"Diamond Pendant"	217	"new"	650	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Heart Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/835/s/14k-white-gold-womens-diamond-heart-pendant-0-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/s/psc5099-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"PSC5208H"	"Avianne & Co"	"14K White Gold Womens Diamond Heart Pendant 0.29 Ctw"	"This elegant womens diamond heart pendant features two hearts in one. Crafted in 14K white gold, this pendant is outlined with small round cut prong set brilliant diamonds. This is an ideal gift for that special occasion. NOTE: The chain is for illustration purposes only and is not included with this pendant. Please call our customer service department to purchase this chain separately."	"Diamond Pendant"	214	"new"	640	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Heart Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/836/s/14k-white-gold-womens-diamond-heart-pendant-0-29-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/s/psc5208c-1_3.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"PSC5208C"	"Avianne & Co"	"14K White Gold Womens Diamond Heart Pendant 0.28 Ctw"	"This elegant womens diamond heart pendant features two hearts in one. Crafted in 14K white gold, this pendant is outlined with small round cut prong set brilliant diamonds. This is an ideal diamond heart pendant for that special someone.  NOTE: The chain is for illustration purposes only and is not included with this pendant. Please call our customer service department to purchase this chain separately."	"Diamond Pendant"	317	"new"	950	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Heart Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/837/s/14k-white-gold-womens-diamond-heart-pendant-0-29-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/s/psc5208c-1_2.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"BPC32934A"	"Avianne & Co"	"Diamond Heart Pendant in White Gold"	"Show the one you love how much you care with this elegant heart pendant. The pendant features a row of brilliant round cut diamonds in each line of the frame. The color of the diamonds are G/H and the clarity is SI3/I1. *This pendant comes with a free 18 inch silver necklace.
"	"Diamond Pendant"	259	"new"	780	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Heart Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/841/s/14k-white-gold-womens-diamond-heart-pendant-0-46-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/p/bpc32934aa_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"S4244D"	"Avianne & Co"	"14K White Gold Womens Diamond Heart Pendant 0.42 Ctw"	"This lovely womens diamond heart pendant is outlined with brilliant pave set round cut diamonds. It features two hearts in one with  pave set with round cut diamonds bale. This simple yet very elegant womens diamond heart pendant is an ideal gift for that special day. Note: This chain is for illustration purposes only and may be purchased separately. "	"Diamond Pendant"	332	"new"	995	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Heart Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/842/s/14k-white-gold-womens-diamond-heart-pendant-0-42-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_8886.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"P11569"	"Avianne & Co"	"14K White Gold Womens Diamond Pendant 0.43 Ctw"	"This delicate womens diamond pendant is crafted in lustrous 14K white gold. The bell shaped pendant is pave set with brilliant round cut diamonds and showcases elegant designs in the center. This small womens diamond pendant is an ideal gift at a very affordable price. Note: The chain is for illustration purposes only and may be purchased separately. "	"Diamond Pendant"	314	"new"	940	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/847/s/14k-white-gold-womens-diamond-pendant-0-43-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_8948.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"P4761D"	"Avianne & Co"	"18K White Gold Womens Diamond Pendant 0.44 Ctw"	"This lovely small diamond pendant is crafted in lustrous 18K white gold. The hanging center piece is beautifully pave set with brilliant round cut diamonds. The pendant is outlined with pave set small round cut diamonds. Only 7/8 Inches in length, this charming pendant an ideal diamond accessory. Note: The chain is for illustration purpopses only and may be purchased seperately. "	"Diamond Pendant"	587	"new"	1760	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/850/s/18k-white-gold-womens-diamond-pendant-0-44-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_8860_1.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"S42022"	"Avianne & Co"	"14K White Gold Womens Diamond Pendant 0.62 Ctw"	"This delicate oval shaped  womens diamond pendant is brilliantly pave and prong set with small round cut diamonds. This 14K white gold womens diamond pendant is an ideal gift which shines with elegance and beauty. Note: This chain is for illustration purposes only and may be purchased separately."	"Diamond Pendant"	599	"new"	1795	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/852/s/14k-white-gold-womens-diamond-pendant-0-62-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_8794.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"PSC5209A"	"Avianne & Co"	"14K White Gold Womens Diamond Pendant 0.38 Ctw"	"This charming pear shaped womens diamond pendant is crafted in 14K white gold. The pendant is outlined with prong set round cut diamonds, contributing to its beautiful gleaming appearance. This elegant pendant is a lovely gift at a very affordable price. Note: The chain is for illustration purposes only and may be purchased separately. "	"Diamond Pendant"	284	"new"	850	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/854/s/14k-white-gold-womens-diamond-pendant-0-38-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/s/psc5209-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"P5210"	"Avianne & Co"	"14K White Gold Womens Diamond Pendant 0.37 Ctw"	"This charming squared womens diamond pendant is crafted in lustrous 14K White Gold. The shape of the pendant is outlined with prong set small round cut diamonds contributing to its gleaming appearance. This lovely pendant is an ideal gift for that special someone.  NOTE: The chain is for illustration purposes only and is not included with this pendant. Please call our customer service department to purchase this chain separately.  "	"Diamond Pendant"	550	"new"	1650	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/855/s/14k-white-gold-womens-diamond-pendant-0-37-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/5/p5210-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"PSC5210A"	"Avianne & Co"	"14K White Gold Womens Diamond Pendant 0.42 Ctw"	"This charming square shaped  womens diamond pendant is crafted in lustrous 14K White Gold. The shape of the pendant is outlined with prong set small round cut diamonds contributing to its gleaming appearance. This lovely womens diamond pendant is an ideal gift for that special someone."	"Diamond Pendant"	417	"new"	1250	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/856/s/14k-white-gold-womens-diamond-pendant-0-37-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/5/p5210-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"P134"	"Avianne & Co"	"14K White Gold Womens Diamond Circle Pendant 0.70 Ctw"	"This charming 14K white gold circle pendant is outlined with brilliant prong set small round cut diamonds. This lovely womens diamond circle pendant gleams with elegance and beauty. NOTE: The chain is for illustration purposes only and is not included with this pendant. Please call our customer service department to purchase this chain separately.  "	"Diamond Pendant"	717	"new"	2150	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Circle Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/857/s/14k-white-gold-womens-diamond-pendant-0-70-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p134-2.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"P134A"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Circle Pendant 0.70 Ctw"	"This charming 14K yellow gold circle pendant is outlined with brilliant prong set small round cut diamonds. This lovely womens diamond pendant gleams with elegance and beauty.  NOTE: The chain is for illustration purposes only and is not included with this pendant. Please call our customer service department to purchase this chain separately.  "	"Diamond Pendant"	479	"new"	1425	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Circle Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/858/s/14k-white-gold-womens-diamond-pendant-0-70-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p134-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"P-133"	"Avianne & Co"	"14K White Gold Womens Diamond Circle Pendant 0.58 Ctw"	"This charming 14K white gold circle pendant is outlined with brilliant prong set small round cut diamonds. This lovely womens diamond pendant gleams with elegance and beauty. NOTE: This chain is for illustration purposes only and may be purchased separately. "	"Diamond Pendant"	600	"new"	1800	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Circle Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/859/s/14k-white-gold-womens-diamond-pendant-0-70-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p134-2_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"P135"	"Avianne & Co"	"14K White Gold Womens Diamond Circle Pendant 0.90 Ctw"	"This charming 14K white gold circle pendant is outlined with brilliant prong set small round cut diamonds. This lovely womens diamond pendant gleams with elegance and beauty. NOTE: This chain is for illustration purposes only and may be purchased separately. "	"Diamond Pendant"	609	"new"	1825	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Circle Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/860/s/14k-white-gold-womens-diamond-pendant-0-70-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p134-2_2.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"P135A"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Circle Pendant 0.90 Ctw"	"This charming 14K yellow gold circle pendant is outlined with brilliant prong set small round cut diamonds. This lovely womens diamond pendant gleams with elegance and beauty. NOTE: This chain is for illustration purposes only and may be purchased seperately. "	"Diamond Pendant"	619	"new"	1825	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Circle Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/861/s/14k-white-gold-womens-diamond-pendant-0-70-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p134-1_2.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
