"Parentage"	"ProductName "	"Description "	"ItemType"	"image_link "	"Length"	"TotalMetalWeight "	"TotalDiamondWeight "	"gemstonecarat"	"MetalType "	"MetalStamp "	"SettingType "	"MSRP "	"ItemPrice "
"ER56527"	"18K Yellow Gold Womens Diamond Flower Earrings 1.34 Ctw "	"These elegant womens diamond flower earrings are crafted in lustrous 18K Yellow Gold. The center of each flower is highlighted with pave set brilliant nine small round cut diamonds. These womens diamond earrings are ideal for a special night out. "	"Diamond Earring"	"/I/M/IMG_0883_1.JPG"	"3/4 Inches (18.5 mm)"	"1.0000"	"1.34 Ctw "	""	"Yellow"	"18K Gold"	"Pave"	"3250.0000"	"1084.0000"
"ER23401"	"18K White Gold Womens Diamond Earrings 1.49 Ctw"	"These uniquely designed womens diamond earrings are pave set with brilliant small round cut diamonds. The frame is crafted in highly polished 18K White Gold and is held securely with omega clasp back. These exquisite womens diamond earrings are ideal for a special night out."	"Diamond Earring"	"/e/r/er23401-1.jpg"	"13/16 Inches (21 mm)"	"1.0000"	"1.49 Ctw"	""	"White"	"18K Gold"	"Pave"	"6250.0000"	"2084.0000"
"ER23627"	"18K White Gold Womens Diamond Earrings 0.49 Ctw"	"These unique rectangular shape womens diamond earrings are crafted in highly polished 18K White Gold. The center of each earring is bezel set with twenty four small round cut diamonds. These elegant diamond earrings are ideal for an every day casual wear.         "	"Diamond Earring"	"/I/M/IMG_0897.JPG"	"13/16 Inches (21 mm)"	"1.0000"	"0.49 Ctw"	""	"White"	"18K Gold"	"Bezel "	"4275.0000"	"1425.0000"
"ER5937"	"14K White Gold Womens Diamond Sapphire Earrings 1.35 Ctw"	"These elegant womens diamond earrings are crafted in highly polished 14K White Gold. The center is pave set with pink sapphire stones and yellow round cut diamonds. The side is channel set with baguette cut diamonds. The total carat weight of white diamonds is 0.22 carats, of pink sapphires is 0.75 carats and yellow diamonds is 0.38 carats. These are ideal diamond earrings for a special night out. "	"Diamond Earring"	"/I/M/IMG_0916_1.JPG"	"13/16 Inches (21 mm)"	"1.0000"	"0.60 Ctw"	""	"White"	"14K Gold"	"Channel, Pave"	"5725.0000"	"1909.0000"
"S44320"	"18K White Gold Womens Diamond Huggie Earrings 0.88 Ctw"	"These alluring womens huggie diamond earrings are crafted in highly lustrous 18K White Gold. Pave set round cut diamonds are features in the center and the inside of the hoop earrings. These exquisite womens diamond earrings are ideal for an every day wear."	"Diamond Earring"	"/I/M/IMG_1040.JPG"	"5/8 Inches (15 mm) "	"1.0000"	"0.88 Ctw"	""	"White"	"18K Gold"	"Pave"	"4415.0000"	"1472.0000"
"ER2345"	"14K Yellow Gold Womens Diamond Sapphire Earrings 1.37 Ctw"	"These alluring womens diamond earrings are crafted in highly polished 14K Yellow Gold. Two hanging rows of bezel set round cut diamonds are attached to three marquise cut blue sapphires. Another set of blue sapphires are prong set at the end of each row. The sapphires total to 1.0 carats. These elegant womens diamond earrings are ideal for a special night out."	"Diamond Earring"	"/I/M/IMG_0907.JPG"	"1 1/4 Inches (32 mm)"	"1.0000"	"0.37 Ctw"	""	"Yellow"	"14K Gold"	"Bezel"	"2475.0000"	"825.0000"
"E11680"	"14K White Gold Womens Diamond Huggie Earrings 0.25 Ctw"	"These elegant small diamond huggie earrings are crafted in highly polished 14K White Gold. Each earring features five small round cut diamonds carefully bezel set in the center. These womens diamond earrings securely lock with a hidden clasp back."	"Diamond Earring"	"/I/M/IMG_1060_1.JPG"	"9/16 Inches (14 mm)"	"1.0000"	"0.25 Ctw"	""	"White"	"14K Gold"	"Bezel"	"810.0000"	"289.0000"
"ER2357"	"14K Yellow Gold Diamond Stud Earrings 1.59 Ctw"	"These exquisite diamond earring studs are crafted in 14K yellow gold. The center is highlighted with brilliant round, baguette and princess cut diamonds. The diamond earrings securely lock with a screw back also crafted in yellow gold. These alluring diamond earring studs weigh approximately 15.7 grams. "	"Diamond Earring"	"/e/r/er2357-1.jpg"	"11/16 inches (17 mm)"	"1.0000"	"1.59 Ctw"	""	"Yellow"	"14K Gold"	"Pave, Invisible, Channel "	"5500.0000"	"1834.0000"
"ER1496"	"14K White Gold Diamond Stud Earrings 1.89 Ctw"	"These exquisite square unisex diamond omega earrings feature brilliant channel set baguette and round cut diamonds. Four round cut diamonds are pave set on four corners of each earring. These beautiful unisex diamond earrings are ideal for both men and women. "	"Diamond Earring"	"/e/r/er1496-1.jpg"	"5/8 Inches (15 mm) "	"1.0000"	"1.89 Ctw"	""	"White"	"14K Gold"	"Channel, Pave"	"5500.0000"	"1834.0000"
"ER1492"	"14K Yellow Gold Diamond Stud Earrings 1.75 Ctw"	"These beautiful square shape diamond earring studs are crafted in lustrous 14K Yellow Gold. The center is highlighted with brilliant channel set and bezel set round cut diamonds.These unisex diamond earrings securely lock with omega clasp. "	"Diamond Earring"	"/e/r/er1492-1.jpg"	"5/8 Inches (15 mm) "	"1.0000"	"1.75 Ctw"	""	"Yellow"	"14K Gold"	"Channel, Bezel "	"5475.0000"	"1825.0000"
"E1375B"	"14K Yellow Gold Womens Diamond Hoop Earrings 0.88 Ctw"	"These elegant womens diamond hoop earrings are crafted in lustrous 14K Yellow Gold. The center is highlighted with two rows of channel set round cut diamonds. These charming diamond hoop earrings are ideal for an every day wear."	"Diamond Earring"	"/I/M/IMG_1151.JPG"	"5/8 Inches (16 mm)"	"1.0000"	"0.88 Ctw"	""	"Yellow"	"14K Gold"	"Channel "	"1125.0000"	"375.0000"
"ER1389"	"14K Yellow Gold Womens Diamond Huggie Earrings 0.62 Ctw"	"These alluring womens diamond  huggie earrings are crafted in highly polished 14K Yellow Gold. The center is channel set with two rows of princess cut diamonds. The total weight of these diamond huggie earrings is approximately 5.3 grams. "	"Diamond Earring"	"/I/M/IMG_1169.JPG"	"9/16 Inches (14 mm)"	"1.0000"	"0.62 Ctw"	""	"Yellow"	"14K Gold"	"Channel "	"1125.0000"	"375.0000"
"ER3862"	"14K Yellow Gold Womens Diamond Huggie Earrings 0.35 Ctw"	"These brilliant womens huggie earrings are crafted in highly polished 14K Yellow Gold. The center is pave set with brilliant round cut diamonds. These womens diamond earrings closely hug the ear for a secure feel.   "	"Diamond Earring"	"/I/M/IMG_1209.JPG"	"9/16 Inches (14 mm)"	"1.0000"	"0.35 Ctw"	""	"Yellow"	"14K Gold"	"Pave"	"750.0000"	"250.0000"
"ER1388"	"14K Yellow Gold Womens Diamond Hoop Earrings 0.35 Ctw"	"These simple yet elegant womens diamond hoop earrings are highlighted with small princess cut diamonds held by a channel setting. The frame is crafted in 14K  yellow gold and securely locks with a hidden clasp. These womens diamond hoop earrings  are ideal for an every day casual wear."	"Diamond Earring"	"/I/M/IMG_1161.JPG"	"5/8 Inches (15 mm) "	"1.0000"	"0.35 Ctw"	""	"Yellow"	"14K Gold"	"Invisible "	"940.0000"	"314.0000"
"ER5336"	"14K Rose Gold Womens Diamond Earrings 2.26 Ctw"	"These women diamond earrings are crafted in lustrous 14K Rose Gold. The center is invisibly set with princess cut diamonds and framed in between two rows of channel set round cut diamonds. These unique womens diamond earrings securely lock with an omega clasp closure. "	"Diamond Earring"	"/e/r/er5336-1.jpg"	"13/16 Inches (20 mm)"	"1.0000"	"2.26 Ctw"	""	"Rose"	"14K Gold"	"Invisible, Channel "	"6250.0000"	"2084.0000"
"ER1373"	"14K Yellow Gold Womens Diamond Huggie Earrings 1.26 Ctw"	"These elegant huggie earrings are crafted in 14K Yellow Gold. Each earring is highlighted with three rows of princess cut diamonds held by channel setting. These simple womens diamond earrings are ideal for an every day wear."	"Diamond Earring"	"/e/r/er1373-1.jpg"	"5/8 Inches (16 mm)"	"1.0000"	"1.26 Ctw "	""	"Yellow"	"14K Gold"	"Channel "	"2475.0000"	"825.0000"
"ER2003"	"14K White Gold Womens Diamond Huggie Earrings 1.05 Ctw"	"These exquisite womens diamond huggie earrings are crafted in 14K White Gold. The center gleams with brilliant pave set round cut diamonds. These huggie earrings securely hug your ear with a hidden clasp. "	"Diamond Earring"	"/e/r/er2003-1_1.jpg"	"11/16 inches (17 mm)"	"1.0000"	"1.05 Ctw"	""	"White"	"14K Gold"	"Pave"	"3675.0000"	"1225.0000"
"ER4550"	"14K White Gold Womens Diamond Earrings 2.25 Ctw"	"These uniquely designed womens diamond earrings are crafted in highly polished 14K White Gold. The center of each earring is invisibly set with rows of princess cut diamonds and channel set with three rows of round cut diamonds. These fine womens diamond earrings weigh approximately 16 grams."	"Diamond Earring"	"/e/r/er4550a-1.jpg"	"7/8 Inches (22 mm)"	"1.0000"	"2.25 Ctw "	""	"White"	"14K Gold"	"Invisible, Channel "	"7500.0000"	"2500.0000"
"ER4550A"	"14K Yellow Gold Womens Diamond Earrings  2.25 Ctw"	"These uniquely designed womens diamond earrings are crafted in highly polished 14K Yellow Gold. The center of each earring is invisibly set with rows of princess cut diamonds and channel set with three rows of round cut diamonds. These fine womens diamond earrings weigh approximately 16 grams."	"Diamond Earring"	"/e/r/er4550-1.jpg"	"7/8 Inches (22 mm)"	"1.0000"	"2.25 Ctw "	""	"Yellow"	"14K Gold"	"Invisible, Channel "	"5750.0000"	"1917.0000"
"ER1495"	"14K White Gold Womens Diamond Earrings 3.57 Ctw"	"These unique womens diamond  earrings are crafted in highly polished 14K White Gold. The center is highlighted with channel set round and baguette cut diamonds. Three round cut diamonds are also bezel set on three corners. These diamond earrings closely lock with an omega clasp closure."	"Diamond Earring"	"/e/r/er1495-1.jpg"	"7/8 Inches (22 mm)"	"1.0000"	"3.57 Ctw"	""	"White"	"14K Gold"	"Channel, Bezel "	"9500.0000"	"3167.0000"
"ER4549A"	"14K Yellow Gold Womens Diamond Earrings 2.50 Ctw"	"14K Yellow Gold Diamond Earrings features princess and round cut diamonds."	"Diamond Earring"	"/e/r/er4549-1.jpg"	"3/4 Inches (18 mm)"	"1.0000"	"2.50 Ctw"	""	"Yellow"	"14K Gold"	"Invisible, Channel "	"5250.0000"	"1750.0000"
"ER5928"	"14K Yellow Gold Womens Diamond Earrings 1.43 Ctw"	"These alluring womens diamond earrings are crafted in lustrous 14K Yellow Gold. The center is set with princess cut diamonds and surrounded with brilliant prong set round cut diamonds. These diamond earrings are ideal for a casual or special wear. Note: Matching diamond ring may be purchased separately and could be found in our related products section on the left hand side corner. "	"Diamond Earring"	"/I/M/IMG_1515.JPG"	"11/16 Inches (17.5 mm)"	"1.0000"	"1.43 Ctw"	""	"Yellow"	"14K Gold"	"Invisible, Prong "	"4500.0000"	"1500.0000"
"ER5483"	"14K White Gold Womens Diamond Earrings 0.47 Ctw"	"These alluring womens diamond earrings are crafted in 14K White Gold. The square center features small round cut diamonds which are held by a pave setting. They securely lock with an omega clasp back. Note: For matching ring please look in our related products section on the left hand side."	"Diamond Earring"	"/I/M/IMG_1638.JPG"	""	"1.0000"	"0.47 Ctw"	""	"White"	"14K Gold"	"Pave"	"2675.0000"	"892.0000"
"ER16"	"18K White Gold Womens Diamond Earrings 0.40 Ctw"	"These elegant womens diamond earrings are pave set with small round cut diamonds. Crafted in highly polished 18K White Gold these are ideal for an every day casual wear. Note: For a matching ring, look in our related products section on the left corner. "	"Diamond Earring"	"/I/M/IMG_1578.JPG"	"5/8 Inches (15 mm) "	"1.0000"	"0.40 Ctw"	""	"White"	"18K Gold"	"Pave"	"2250.0000"	"750.0000"
"E28488A"	"14K White Gold Womens Diamond Multi Color Gemstone Earrings 5.33 Ctw"	"These elegant womens diamond multi colored gemstone earrings are crafted in highly polished 14K White Gold. They are decorated with prong set pear shaped gemstones and prong set white round cut diamonds. They securely lock with omega clasp back. The gemstones total to 4.90 carats and diamonds total to 0.43 carats. Note: Matching ring may be purchased separately and could be found in the related product section on the left side. "	"Diamond Earring"	"/I/M/IMG_1591.JPG"	"1 1/2 Inches (40 mm)"	"1.0000"	"0.43 Ctw"	""	"White"	"14K Gold"	"Prong "	"3875.0000"	"1292.0000"
"ER3277"	"18K White Gold Womens Diamond Zebra Style Earrings 1.72 Ctw"	"These unique zebra style womens diamond earrings are designed with black onyx stone and pave set round cut diamonds. They are crafted in highly polished 18K White Gold and securely lock with a hidden clasp. These come with a matching ring which which could be found in our related products section on the left side. "	"Diamond Earring"	"/I/M/IMG_1563.JPG"	"7/8 Inches (22 mm)"	"1.0000"	"1.72 Ctw"	""	"White"	"18K Gold"	"Pave"	"9500.0000"	"3167.0000"
"E27648"	"14K Yellow Gold Womens Diamond Citrine Earrings 14.75 Ctw"	"These exquisite womens diamond earrings are crafted in highly polished 14K Yellow Gold and weigh approximately 8 grams. The center of each earring holds one large citrine stone which weighs approximately 7.15 carats. Both stones equal to 14.30 carats. The diamonds which surround the stone are pave set and total to 0.45 carats. These one of a kind womens diamond earrings are ideal for a glamorous night out.  Please refer to our related product section for a matching ring which may be purchased separately. "	"Diamond Earring"	"/f/i/file_415.jpg"	"9/16 Inches (14.5 mm)"	"1.0000"	"0.45 Ctw"	""	"Yellow"	"14K Gold"	"Pave"	"4000.0000"	"1334.0000"
"E01218"	"18K White Gold Womens Diamond Earrings .10 Ctw"	"18K White Gold Diamond Earrings feature small round cut diamonds. "	"Diamond Earring"	"/e/0/e01218-1_1.jpg"	"1 Inch (25 mm) "	"1.0000"	"0.10 Ctw"	""	"White"	"18K Gold"	"Prong "	"2000.0000"	"667.0000"
"ER043"	"14K White Gold Womens Diamond Earrings 0.75 Ctw"	"These lovely diamond earrings are crafted in highly polished 14K White Gold. Each earring features five small flowers from which three of them are carefully outlined with small round cut diamonds. These charming feminine womens diamond earrings are ideal for a special night out."	"Diamond Earring"	"/f/i/file_995_3.jpg"	"1 1/2 Inches (40 mm)"	"1.0000"	"0.75 Ctw"	""	"White"	"14K Gold"	"Prong "	"1625.0000"	"542.0000"
"ER045"	"14K White Gold Womens Diamond Heart Earrings 0.46 Ctw"	"14K White Gold Heart Earrings feature small round cut diamonds."	"Diamond Earring"	"/e/r/er045-1.jpg"	"1 1/8 Inches (29 mm) "	"1.0000"	"0.46 Ctw"	""	"White"	"14K Gold"	"Pave, Bezel "	"2150.0000"	"717.0000"
"ER070"	"14K White Gold Womens Diamond Heart Earrings 1.37 Ctw"	"These exquisite womens heart earrings are crafted in lustrous 14K White Gold. Each earring features a heart which is pave set with numerous small round cut diamond. These lovely womens diamond heart earrings are ideal for a special or casual wear."	"Diamond Earring"	"/e/r/er070-1.jpg"	"15/16 Inches (23 mm) "	"1.0000"	"1.37 Ctw "	""	"White"	"14K Gold"	"Pave"	"3250.0000"	"1084.0000"
"ER6053"	"14K White Gold Womens Diamond Earrings 0.79 Ctw"	"These elegantly designed womens diamond earrings are crafted in 14K White Gold. The beautiful center piece of each earring is channel set with both baguette and round cut diamonds. These diamond earrings securely lock with an omega clasp earring closure."	"Diamond Earring"	"/f/i/file_404.jpg"	"13/16 Inches (21 mm)"	"1.0000"	"0.79 Ctw"	""	"White"	"14K Gold"	"Channel "	"3000.0000"	"1000.0000"
"E01215"	"18K White Gold Womens Diamond Earrings 0.21 Ctw"	"These elegant diamond earrings are crafted in highly polished 18K White Gold. These beautifully shaped womens diamond earrings are highlighted with four round cut diamond on each earring which total to 0.21 carats. The total weight of these diamond accessories is 6 grams. "	"Diamond Earring"	"/e/0/e01215-1.jpg"	"1 Inch (25 mm) "	"1.0000"	"0.21 Ctw"	""	"White"	"18K Gold"	"Prong "	"1875.0000"	"625.0000"
"ER046"	"14K White Gold Womens Diamond Earrings 0.40 Ctw"	"14K White Gold Earrings feature small round cut diamonds."	"Diamond Earring"	"/e/r/er046-1.jpg"	"1 1/8 Inches (29 mm) "	"1.0000"	"0.40 Ctw"	""	"White"	"14K Gold"	"Pave, Bezel "	"2000.0000"	"667.0000"
"ER048"	"14K White Gold Womens Diamond Earrings 0.42 Ctw"	"14K White Gold Tear Drop Earrings feature small round cut diamonds."	"Diamond Earring"	"/e/r/er048-1.jpg"	"1 1/2 Inches (40 mm)"	"1.0000"	"0.42 Ctw"	""	"White"	"14K Gold"	"Pave, Bezel "	"2000.0000"	"667.0000"
"ER73"	"14K White Gold Womens Diamond Earrings 1.41 Ctw"	"14K White Gold Diamond Earrings feature small round cut diamonds."	"Diamond Earring"	"/e/r/er73-1.jpg"	"1 1/8 Inches (29 mm) "	"1.0000"	"1.41 Ctw"	""	"White"	"14K Gold"	"Prong, Bezel "	"4000.0000"	"1334.0000"
"ER047"	"14K White Gold Womens Diamond Earring 0.66 Ctw"	"14K White Gold Earrings feature small round cut diamonds. "	"Diamond Earring"	"/e/r/er047-1.jpg"	"1 1/2 Inches (40 mm)"	"1.0000"	"0.66 Ctw"	""	"White"	"14K Gold"	"Pave, Bezel "	"2750.0000"	"917.0000"
