"Manufacturer Part #"	"Manufacturer"	"Product Name"	"Product Description"	"Category: Nextag Numeric ID"	"Price"	"Product Condition"	"MSRP"	"Stock Status"	"Click-Out URL"	"Image URL"
"R01310A "	"Avianne & Co"	"18K Two Tone Gold Mens Diamond Wedding Band 0.15 Ctw "	" This highly polished 18K two toned classic men&rsquo;s Wedding Band is 6 mm in width. Six small sparkling diamonds are featured in the center of the band on a bezel setting. The diamonds and the unique appearance of this ring make it an ideal gift for that special day. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	784	"new"	2350	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/359/s/18k-two-tone-mens-diamond-wedding-band-0-15-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/0/r01310a-1_1.jpg"
13288	"Avianne & Co"	"14K White Gold Diamond Engagement Ring Setting 0.51 ctw"	"Intricately detailed, this 14k gold diamond engagement ring setting is decorated with brilliant  diamonds  totaling 0.55 carats in weight. The frame measures to 5/16 inches in width and weighs approximately 5.5 grams. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	625	"new"	1875	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/360/s/14k-white-gold-womens-diamond-engagement-ring-setting-0-51-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/3/13288_2.JPG"
"R92"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.68 ctw"	"This sparkling 14k white gold womens ring features round cut diamonds in a pave and prong setting. Your lady will fall in love with this amazing ring adorned with .68 carats of beautiful precious stones."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	834	"new"	2500	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/362/s/14k-white-gold-womens-diamond-ring-0-68-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/9/R92_2.JPG"
"LD2775"	"Avianne & Co"	"18K White Gold Womens Diamond Ring 0.30 Ctw"	"This Womens Diamond Ring is crafted in  beautifully polished 18K white gold. The center is highlighted with small sparkling pave set diamonds which come to a total of .30 ct. This ring makes it an ideal everyday fashion ring which stands out by its elegance and simplicity. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	617	"new"	1850	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/363/s/18k-white-gold-womens-diamond-ring-0-30-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//l/d/ld2775-1.jpg"
"RA0048"	"Avianne & Co"	"18K Two Tone Gold Diamond Engagement Ring 0.79 Ctw "	"This 18K Women's Engagement ring is crafted in yellow and white gold. The center piece is crafted in white gold and features eight invisibly set princess cut diamonds and two emerald cut diamonds held by bezel setting. The rest of the band is crafted in yellow gold. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	684	"new"	2050	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/364/s/14k-two-tone-diamond-engagement-ring-0-79-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/A/RA0048_2.JPG"
"R049"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Wedding Band 0.71 Ctw "	"This Yellow Gold Wedding band resembles simplicity and lovely appearance. Six gleaming round cut diamonds are featured in a channel setting, highlighting attractiveness of the 14K band. This ring is an Ideal gift for women who appreciate simplicity and elegance.  "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	917	"new"	2750	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/366/s/14k-yellow-gold-womens-diamond-wedding-band-0-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/0/r049-1_1.jpg"
"R1916"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Wedding Band 0.47 Ctw "	" This 14K Yellow Gold Wedding band resembles simplicity and lovely appearance. Two rows in the center are channel set with gleaming round cut diamonds. This lovely band can be worn as a wedding band or an everyday fashion ring. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	609	"new"	1825	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/367/s/14k-yellow-gold-womens-diamond-wedding-band-0-47-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r1916-1_1.jpg"
"RLD194"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Wedding Band 0.05 Ctw "	"Elegant and classic, this womens wedding band is crafted in highly polished 14K yellow gold. This ring features bezel-set shinning diamond placed in the center. Two thin black parallel rims give this ring a sophisticated appearance. Ideal gift at a very affordable price."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	125	"new"	375	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/369/s/14k-yellow-gold-womens-diamond-wedding-band-0-05-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/L/RLD194_1.JPG"
10566	"Avianne & Co"	"14K White Gold Diamond Engagement Ring Setting 0.55 Ctw"	"This 14K White gold engagement ring setting is simply beautiful. Sparkling round cut diamonds are featured in a prong setting with simple design from both sides. It is very striking and noticeable once worn on a finger. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	819	"new"	2450	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/374/s/14k-white-gold-diamond-engagement-ring-setting-0-55-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/0/10566_1.JPG"
"R5946"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.83 Ctw "	"This 14K White Gold Diamond Ring takes a form of three columns giving it a unique appearance. Three columns are gleaming with round cut diamonds which are featured on a pave setting. These columns are connected from both sides, forming curved ends which are decorated with another set of round cut diamonds on a channel setting. These diamonds come to a total weight of 7.8 grams. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	834	"new"	2500	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/375/s/14k-white-gold-womens-diamond-ring-0-83-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/5/R5946_2.jpg"
"R6042"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.96 Ctw "	"This 14K White Gold ring captures an unbelievable brilliance and beauty. Intertwined lines of pave-set round cut diamonds surround five larger diamonds which are featured on prong setting. The shape of the ring portrays unique and remarkable form of art, filled with diamonds totaling to .96 ct. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	717	"new"	2150	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/376/s/14k-white-gold-womens-diamond-ring-0-96-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/6/r6042_1.jpg"
"R-360"	"Avianne & Co"	"14K White Gold Diamond Wedding Band Set 0.22 Ctw "	"This 14K White gold diamond wedding ring band set is a perfect addition to a diamond collection. These exclusive bands are fashioned with channel settings which feature small sparkling round and princess cut diamonds. Shinning with simplicity and elegance, this set makes an ideal gift for him and her. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	417	"new"	1250	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/377/s/14k-white-gold-diamond-wedding-band-set-0-22-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/3/R360_1.jpg"
"R10755"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.21 Ctw "	"This 14K White Gold ring is designed to capture simplicity and modernity. The center, engraved with unique designs, is located in between pave-set round cut diamonds. This is an ideal ring for a gift at a very affordable value. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	299	"new"	875	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/378/s/14k-white-gold-womens-diamond-ring-0-21-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/1/R10755_1.JPG"
14214	"Avianne & Co"	"14K White Gold Diamond Engagement Ring Setting 0.75 Ctw "	"This 14K White Gold Diamond Engagement ring is shinning with simplicity and beauty. Diamonds are beautifully placed on a prong setting, surrounding the main prong setting in the center. In addition to the sparkling diamonds, the band is engraved with appealing designs giving it a feminine and elegant appearance. This is an ideal gift for that special occasion. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	689	"new"	2060	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/379/s/14k-white-gold-diamond-engagement-ring-setting-0-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/4/14214_3.JPG"
"R6208"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.87 Ctw "	"Woven together, two sides of 14K white gold ring form an elegant twist. Both sides are glowing with round cut diamonds which are featured on pave setting. This exquisite fashion ring is brilliantly formed to sparkle with simplicity and elegance. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	499	"new"	1495	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/381/s/14k-white-gold-womens-diamond-ring-0-87-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/6/r6208_3.jpg"
"R10019"	"Avianne & Co"	"14K White Gold Womens Diamond Wedding Band 0.87 Ctw "	"This 14K White gold diamond wedding ring is simply beautiful and eye catching. The band is engraved with both channel and prong settings. Channel settings feature baguette cut sparkling diamonds whereas round cut diamonds are featured on a prong setting. Ideal for a wedding and anniversary gift for women who exhibit great taste and appreciate beauty and elegance. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	584	"new"	1750	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/382/s/14k-white-gold-womens-diamond-wedding-band-0-87-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/1/R10019_1_1.jpg"
10324	"Avianne & Co"	"14K White Gold Diamond Engagement Ring Setting 0.28 Ctw "	"This 14K White Gold Diamond Engagement Ring is beautifully carved to form a shape of blossomed flower. The main prong is surrounded by small sparkling diamonds which are featured on a pave setting. The diamonds extend half way through the 14K band giving it a classical appearance. This unique ring is an ideal gift for that special occasion. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	519	"new"	1540	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/383/s/14k-white-gold-diamond-engagement-ring-setting-0-28-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/0/10324_2.JPG"
13538	"Avianne & Co"	"14K White Gold Diamond Engagement Ring Setting 0.10 Ctw "	"This 14K White gold diamond ring setting is simple and elegant, making it a perfect engagement ring. It features small round diamonds on pave setting. Classical shape with filigree designs makes this a perfect gift for that special day"	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	379	"new"	1125	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/389/s/14k-white-gold-diamond-engagement-ring-setting-0-10-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/3/13538_2.JPG"
"R12059"	"Avianne & Co"	"14K White Gold Womens Diamond Wedding Band 0.39 Ctw "	"This 14K White Gold Diamond Wedding Band is shinning with simplicity and elegance. Channel setting features sparkling round cut diamonds with elegant looking designs on a 14K white gold band. At an affordable price, this makes it an ideal gift on a wedding day."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	500	"new"	1500	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/390/s/14k-white-gold-womens-diamond-wedding-band-0-39-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r12059-1_1.jpg"
15432	"Avianne & Co"	"14K White Gold Womens Five Stone Diamond Anniversary Ring 0.43 Ctw  "	"This simple and elegant women's anniversary ring is crafted with polished 14KT white gold. Five 0.43 ctw brilliant diamonds are positioned in place on a prong setting. Approximately 2.3 mm in width, this beautiful elegant anniversary ring makes an ideal gift for that special occasion. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	629	"new"	1875	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/391/s/14k-white-gold-womens-diamond-wedding-band-0-43-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/5/15432_2.jpg"
"R30"	"Avianne & Co"	"14K White Gold Womens Five Stone Diamond Anniversary Ring 0.81 Ctw "	"This 14K white gold women's Anniversary Band features five brilliant round cut diamonds which are held in place by a prong setting. This classic ring shines with beauty and elegance making it an ideal gift for anniversary and/or wedding. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	750	"new"	2250	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/393/s/14k-white-gold-womens-diamond-anniversary-band-0-81-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/3/R30_2.JPG"
"RLD170 "	"Avianne & Co"	"14K White Gold Womens Diamond Wedding Band 0.37 Ctw "	"This 14K white gold women's wedding band shines with simplicity and elegance. Five brilliant diamonds are placed in the center of the band, held by a prong setting. This elegant ring makes it an ideal gift for that special occasion. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	334	"new"	1000	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/395/s/14k-white-gold-womens-diamond-wedding-band-0-37-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_8624.JPG"
