sku,title,price,quantity,image1,image2,ring_size,weight,width,length,metal_type,metal_color,gemstone_type,gemstone_color,gemstone_weight,gemstone_shape,diamond_color,diamond_clarity,diamond_carat_weight,diamond_shape,center_diamond_weight,center_diamond_clarity,center_diamond_color,center_diamond_cut,description,category
R2666,"Gold Pearl Yellow Sapphire and Diamond Gemstone Ring in Two Tone Gold",630,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r2666a.jpg,http://www.povada.com/media/catalog/product/r/2/r2666b.jpg,"7 (Resizable between size 6-8)","11 grams","0.33 inches",,"14K Gold","Two Tone","Yellow Sapphire","Pearl Size:7.7mm",,,H/I,SI1,"0.85 ct",Round,,,,,"14K Yellow and White Gold make up this sturdy band and is accented by a 7.7mm pearl, yellow sapphire gemstone and sparkly diamonds. The round shaped prong set yellow sapphire gemstones climb down into the band and are accented by 71 round brilliant diamonds. The diamonds have H/I color and SI1 clarity.Different ring sizes may be available. Please inquire for details.","Rings > Gemstone Pearl Rings"
R5024,"Pearl and Diamond Gemstone Ring in Rose Gold",688,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r5024a.jpg,http://www.povada.com/media/catalog/product/r/5/r5024b.jpg,"7 (Resizable between size 6-8)","5 grams","0.52 inches",,"14K Gold",Rose,Pearl,White,,Round,G/H,SI1,"0.28 ct",Round,,,,,"This dainty yet impressive ring boasts an 11.3mm white pearl in the center and a grand total of 97 glittering diamonds climbing down the band. The lightweight comfortable band is handcrafted in 14k rose gold. The round pave set diamonds have G/H color and SI1 clarity.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Pearl Rings"
R4972,"Brown Pearl and Diamond Gemstone Ring in White Gold",975,3,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/4/r4972a.jpg,http://www.povada.com/media/catalog/product/r/4/r4972b.jpg,"7 (Resizable between size 6-8)","8 grams","0.55 inches",,"14K Gold",White,Pearl,"Pearl Size:11.6mm",,,G/H,SI1,"0.30 ct",Round,,,,,"This beautiful ring features an 11.6mm brown pearl and is accented by 102 round brilliant prong set diamonds. The 14k white gold band features impressive scroll work underneath the pearl. The diamonds have G/H color and SI1 clarity.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Pearl Rings"
R2423,"Onyx and Diamond Gemstone Ring in White Gold",309,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r2423a.jpg,http://www.povada.com/media/catalog/product/r/2/r2423b.jpg,"6.5 (Resizable between size 5.5-7.5)","6 grams","0.61 inches",,"14K Gold",White,Onyx,Black,,"Designer ",I/J,SI2/I1,"0.30 ct",Round,,,,,"A row of glittering prong set round brilliant diamonds sits between pieces of onyx in this 14k white gold band. The onyx has a fishtail like detail and gives a great contrast of classic black and white. The diamonds have I/J color and SI2/I1 clarity.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Unique Gemstone Rings"
R3179,"Solitaire Round Cut Amethyst Onyx and Diamond Gemstone Ring in White Gold",277,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/3/r3179a.jpg,http://www.povada.com/media/catalog/product/r/3/r3179b.jpg,"7 (Resizable between size 6-8)","6 grams","0.61 inches",,"14K Gold",White,Amethyst#Onyx,"Purple,Black",.40ct,Round,G/H,SI1,"0.07 ct",Round,,,,,"This unique ring is adorned by a bezel set round amethyst gemstone, a ring of black onyx underneath and 12 diamonds. The round prong set diamonds have G/H color and SI1 clarity.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Unique Gemstone Rings"
R4737,"Blue Topaz Pearl and Diamond Gemstone Ring in White Gold",546,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/4/r4737a.jpg,http://www.povada.com/media/catalog/product/r/4/r4737b.jpg,"7 (Resizable between size 6-8)","6 grams","0.39 inches",,"14K Gold",White,"Blue Topaz#Pearl",Blue,1.14ct,Oval,G/H,SI1,"0.17 ct",Round,,,,,"This beautiful ring is centered with a 9.7mm white pearl with two oval shaped bezel set blue topaz gemstones on each side. They are both accented by glittering diamonds surrounding each blue topaz gemstones. The prong set round brilliant diamonds have G/H color and SI1 clarity.Different ring sizes may be available. Please inquire for details.","Rings > Gemstone Pearl Rings"
R4739,"White Pearl and Baguette Cut Pink Tourmaline Unique Diamond Gemstone Ring In 14K White Gold",733,3,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/4/r4739a_1.jpg,http://www.povada.com/media/catalog/product/r/4/r4739b_1.jpg,"7 (Resizable between size 6-8)","5.5 grams","9.9 mm",,"14K Gold",White,"Pearl/Pink Tourmaline","White,Pink","1.03 ct",baguette,I/J,I1/I2,"0.19 ct",round,,,,,,"Gemstone Rings > Multi Gemstone Rings"
R2671,"Pearl Pave Diamond Gemstone Ring in White Gold",693,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r2671a.jpg,http://www.povada.com/media/catalog/product/r/2/r2671b.jpg,"7 (Resizable between size 6-8)","10 grams","0.4 inches",,"14K Gold",White,Pearl,"Pearl Size:7.6mm",,,G/H,SI1,"1.25 ct",Round,,,,,"This absolutely dazzling ring will make you feel like a movie star with a gorgeous 7.6mm pearl in the center and a total of 158 glittering diamonds. The pave set round brilliant diamonds have G/H color and SI1 clarity. The 14k white gold band has a heavy shank to assure a sturdy fit and lasting wear.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Pearl Rings"
R4645,"White Gold Brown Pearl and Diamond Gemstone Ring",1105,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/4/r4645a.jpg,http://www.povada.com/media/catalog/product/r/4/r4645b.jpg,"7 (Resizable between size 6-8)","5 grams","0.46 inches",,"14K Gold",White,,,,,G/H,SI1,"0.57 ct",Round,,,,,"This beautiful 14k white gold pearl diamond ring boasts an elegant brown pearl and over .50cts of sparkling diamonds. The pave set diamonds are round brilliant shaped and have G/H color and SI1 clarity. The diamonds swirl down the band and up on the sides of the pearl.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Pearl Rings"
R3221,"Onyx and Diamond Gemstone Ring in White Gold",924,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/3/r3221a.jpg,http://www.povada.com/media/catalog/product/r/3/r3221b.jpg,,"6 grams","0.38 inches",,"14K Gold",White,Onyx,Black,,"Designer ",H/I,SI1,"1.90 ct",Round,,,,,"Black and white compliment each other well with this classy diamond and onyx ring. The princess shaped invisibly set diamonds sparkle brightly and have H/I color and SI1 clarity. The entire band is made up of onyx to give a classic look.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Unique Gemstone Rings"
R4737P,"White Pearl Amethyst Diamond Gemstone Ring in White Gold",549,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/4/r4737pa.jpg,http://www.povada.com/media/catalog/product/r/4/r4737pb.jpg,"7 (Resizable between size 6-8)","5 grams","0.4 inches",,"14K Gold",White,Amethyst#Pearl,Purple,.95ct,Oval,G/H,SI1,"0.18 ct",Round,,,,,"This beautiful ring is centered with a 9.9mm white pearl with two oval shaped bezel set pink amethyst gemstones on each side. They are both accented by glittering diamonds surrounding each amethyst gemstones. The prong set round brilliant diamonds have G/H color and SI1 clarity.Different ring sizes may be available. Please inquire for details.","Rings > Gemstone Pearl Rings"
GR2602,"White Pearl Blue Topaz Diamond Gemstone Ring in White Gold",296,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/r/gr2602a.jpg,http://www.povada.com/media/catalog/product/g/r/gr2602b.jpg,"7 (Resizable between size 6-8)","4 grams","0.42 inches",,"14K Gold",White,"Blue Topaz#Pearl",Blue,.72ct,Round/Oval/Pear,G/H,SI1,"0.13 ct",Round,,,,,"This elegant 14k white gold ring will dress up any look featuring a center pearl of 10.3mm and 3 prong set blue topaz gemstones. The pear, round and oval shaped blue topaz gemstones are accented by round prong set glittering diamonds on the band. The diamonds have G/H color and SI1 clarity.Different ring sizes may be available. Please inquire for details.","Rings > Gemstone Pearl Rings"
R4737C,"Citrine Pearl and Diamond Gemstone Ring in Yellow Gold",554,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/4/r4737ca.jpg,http://www.povada.com/media/catalog/product/r/4/r4737cb.jpg,"7 (Resizable between size 6-8)","5 grams","0.38 inches",,"14K Gold",Yellow,Citrine#Pearl,Brown,.90ct,Oval,G/H,SI1,"0.17 ct",Round,,,,,"This beautiful ring is centered with a 9.6mm white pearl with two oval shaped bezel set citrine gemstones on each side. They are both accented by glittering diamonds surrounding each citrine gemstones. The prong set round brilliant diamonds have G/H color and SI1 clarity.Different ring sizes may be available. Please inquire for details.","Rings > Gemstone Pearl Rings"
GR1688L,"Green Lemon Quartz Pearl and Diamond Gemstone Ring in White Gold",167,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/r/gr1688la.jpg,http://www.povada.com/media/catalog/product/g/r/gr1688lb.jpg,"7 (Resizable between size 6-8)","3 grams","0.36 inches",,"14K Gold",White,"Lemon Quartz#Pearl",Yellow,1.9ct,Princess,H/I,SI2/I1,"0.05 ct",Round,,,,,"This pretty ring features 2 pearls that sit on each side of a princess shaped prong set lemon quartz gemstone. Four bezel set round diamonds compliment the gemstones in this 14k white gold band. The diamonds have H/I color and SI2/I1 clarity.Different ring sizes may be available. Please inquire for details.","Gemstone Rings > Multi Gemstone Rings"
R2018D,"White Gold Pearl and Diamond Gemstone Ring",448,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r2018da.jpg,http://www.povada.com/media/catalog/product/r/2/r2018db.jpg,"7 (Resizable between size 6-8)","9 grams","0.42 inches",,"14K Gold",White,,,,,H/I,SI1,"0.72 ct",Round,,,,,"This gorgeous ring features a beautiful 7.7mm pearl in the center and 49 sparkling diamonds on the 14k white gold band. The round prong set diamonds total to nearly _ carats and have H/I color and SI1 clarity. The band also has beautiful cut out detailing.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Pearl Rings"
R2007A,"White Gold Pearl and Diamond Gemstone Ring",426,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r2007aa.jpg,http://www.povada.com/media/catalog/product/r/2/r2007ab.jpg,"7 (Resizable between size 6-8)","7 grams","0.49 inches",,"14K Gold",White,,,,,I/J,SI1,"0.65 ct",Round,,,,,"This 14k white gold ring was fit for a queen. A 7.9mm beautiful white pearl sits atop a dome of nearly 2/3 carats of round brilliant diamonds and 20 baguette cut diamonds. The prong set diamonds have I/J color and SI1 clarity.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Pearl Rings"
R34273,"Pearl and Diamond Gemstone Ring in White Gold",490,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/3/r34273a.jpg,http://www.povada.com/media/catalog/product/r/3/r34273b.jpg,"7 (Resizable between size 6-8)","4 grams","0.52 inches",,"14K Gold",White,Pearl,"Pearl Size:8.6mm",,,G/H,SI2/I1,"0.32 ct",Round,,,,,"This beautiful and unique ring consists of a thin shank which is adorned with glittering diamonds and sits under a 8.6mm center pearl. The thin shank allows for a lightweight and comfortable fit. The round prong set diamonds have G/H color and SI2/I1 clarity.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Pearl Rings"
R2272,"Black Diamond Flower Ring in White Gold",936,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r2272a.jpg,http://www.povada.com/media/catalog/product/r/2/r2272b.jpg,"7.5 (Resizable between size 6.5-8.5)","4 grams","0.73 inches",,"14K Gold",White,,,,,J/K,SI2/I1,"1.50 ct",Round,,,,,"This 14k white gold ring is filled with black and white diamonds, giving it a unique sparkly look. There are 15 round bezel set black diamonds and 65 round pave set white diamonds. The white diamonds have J/K color and SI2/I1 clarity.Different ring sizes may be available. Please inquire for details.","Rings > White and Black Diamond Rings"
R8700,"Champagne and White Diamond Fashion Ring in White Gold",593,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/8/r8700a.jpg,http://www.povada.com/media/catalog/product/r/8/r8700b.jpg,"7 (Resizable between size 6-8)","6 grams","0.7 inches",,"18K Gold",White,,,,,H/I,SI2/I1,"0.92 ct",Round,,,,,"This sparkling 18k white gold ring is a great way to add that little extra bit of sparkle. Champagne and white diamonds are pave set in this rectangular shape and create an abstract design. The white diamonds have H/I color and SI2/I1 clarity.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Right Hand Rings"
R1313F,"Diamond and Onyx Fashion Star Gemstone Ring in White Gold",404,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r1313fa.jpg,,"7 (Resizable between size 6-8)","4 grams","0.47 inches",,"14K Gold",White,,,,,H/I,SI2/I1,"0.35 ct",Round,,,,,"This dainty and lightweight 14k white gold ring is a great way to add some glamour. The clover shape in the center features black onyx and 25 round pave set diamonds. The diamonds have H/I color and SI2/I1 clarity.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Right Hand Rings"
R4737G,"White Pearl Green Amethyst Diamond Gemstone Ring in Yellow Gold",559,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/4/r4737ga.jpg,http://www.povada.com/media/catalog/product/r/4/r4737gb.jpg,"7 (Resizable between size 6-8)","5 grams","0.38 inches",,"14K Gold",Yellow,"Pearl,Amethyst","White,Green",,"Oval,Round",G/H,SI1/SI2,"0.18 ct",Round,,,,,"This beautiful ring is centered with a 9.9mm white pearl with two oval shaped bezel set green amethyst gemstones on each side. They are both accented by glittering diamonds surrounding each green amethyst gemstone. The prong set round brilliant diamonds have G/H color and SI1/SI2 clarity.Different ring sizes may be available. Please inquire for details.","Rings > Gemstone Pearl Rings"
R2674,"White Gold Pearl and Diamond Gemstone Ring",627,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r2674a.jpg,http://www.povada.com/media/catalog/product/r/2/r2674b.jpg,"7 (Resizable between size 6-8)","6 grams","0.61 inches",,"14K Gold",White,,,,,H/I,SI1/SI2,"0.90 ct",Round,,,,,"Give the one you love this unique pearl ring filled with sparkling diamonds. A 7.5mm white pearl sits atop 86 pave set round diamonds that have H/I color and SI1 clarity. There are also yellow gold heart accents sitting atop the diamonds.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Pearl Rings"
R15780B,"White and Black Diamond Ring in White Gold",568,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r15780ba.jpg,http://www.povada.com/media/catalog/product/r/1/r15780bb.jpg,"7 (Resizable between size 6-8)","4 grams","0.47 inches",,"14K Gold",White,,,,,H/I,SI1/SI2,"0.08 ct",Round,,,,,"An attractive mix of black and white diamonds fill this 14k white gold ring. There are 28 round prong set black and 17 round prong set white diamonds. The white diamonds have H/I color and SI1 clarity.Different ring sizes may be available. Please inquire for details.","Rings > White and Black Diamond Rings"
R2271,"White and Black Diamond Ring in White Gold",1345,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r2271a.jpg,http://www.povada.com/media/catalog/product/r/2/r2271b.jpg,"7 (Resizable between size 6-8)","4 grams","0.47 inches",,"14K Gold",White,,,,,H/I,SI2/I1,"2.00 ct",Round,,,,,"This large and impressive ring features both black and white diamonds. There are round and baguette shaped white diamonds that are pave and channel set. The white diamonds have H/I color and I1 clarity.Different ring sizes may be available. Please inquire for details.","Rings > White and Black Diamond Rings"
R2947EN,"Diamond and Enamel Gemstone Heart Ring in White Gold",588,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r2947ena.jpg,http://www.povada.com/media/catalog/product/r/2/r2947enb.jpg,"7 (Resizable between size 6-8)","9 grams","0.46 inches",,"14K Gold",White,Diamond,Red/Blue,,Heart,H/I,SI2/I1,"0.75 ct",Round,,,,,"Add just the right touch of color and sparkle with this 14k white gold diamond and colored enamel band. The band features red and blue heart designs of enamel that sit atop and are accented by round brilliant prong set diamonds. The diamonds have H/I color and SI3 clarity.Different ring sizes may be available. Please inquire for details.","Rings > Diamond Right Hand Rings"
