"Alternate Lookup","Qty 1"
13387,0
13859,0
14250,0
19-19,0
2582CT,0
8,0
A15F,0
AD2682,0
AQUA24,0
ASP26110,0
ASPC3250A,0
B00023,0
BL021BW,1
B090BWY,0
B156,0
B5245S,0
B815J,0
BAS43-1,0
BASEL15,0
BASEL4,0
8pts,0
A15FD,0
AD2882,0
AQUA24A,0
ASP26120,0
ASPCP32212,0
B00024,0
B0212,0
B10,0
BR185W5,0
B527,1
B8166B,0
BAS43-2,0
BASEL16,0
9,0
A16,0
BLR-025,1
AQUA3,0
ASP26126,1
ASPCP32257,1
B00025,1
B025BYW,1
B10107D,0
B19,0
B528,0
B816J,0
BASAL,0
BASEL17,0
9/9/2010,0
A16A,0
AD4214,0
AQUADM,0
ASP26129,1
ASPCP32259,0
BR0006B,0
B028BWY,0
B1011,0
B2,0
B529,0
B8467,0
BASAL1,0
BASEL18,0
9389L-84D,0
A17,0
AD4228,0
AQUAS,0
ASP26140,0
ASPCP32264,0
B00082,0
B03,0
B10113,1
B200MD1,0
B532,2
B8629,0
BASAL10,0
BASEL19,0
9399-96D,0
A190,1
AD4320,0
AQUD04,0
ASP26142,0
ASPCP32265,0
B001,0
B031BYW,1
B1014B,0
B21903,0
B5503D,0
B870,0
BASAL18,0
BASEL2,0
9419-128,0
A195,1
AD4437,0
AQUD07,0
ASP26145,0
ASPM3102A,0
B00178,0
B031WYB,0
B10421,0
B21997,0
B5648,0
BA895,0
BASAL19,0
BASEL20,0
9419-60D,0
A192,0
AD4438,0
AQUD07A,0
ASP2618,0
ASPM3182,0
B002165,0
B033BWY,0
B10433,0
B2323A,0
B5782,0
BACK,0
BASE001,0
BASEL21,0
999999999999999,0
A2,0
AD4501,0
AQUDO7,0
ASP26197,0
ASPM3190,0
B00830,0
B035WBY,1
B104BWY,0
B25,0
B5901,0
BAND,0
BASE2,0
BASEL22,0
9pts,0
A253,0
AD4579,0
AQUI10,0
ASP2623A,1
ASPM3208,0
B00910,0
B036BWY,0
B10542,0
B3309,0
B5904,0
BAND01,0
BASEL,0
BASEL23,0
A1,0
A25362,0
AD4581,0
AQUI11,0
ASP2676,0
ASR31355,0
B00926,0
B038BYW,1
B1065A,0
R5868,0
B5932S2,0
BAND1,0
BASEL001,0
BASEL24,0
A1-1,0
A25362-1,0
P4597A,0
AQUI13,0
ASP3007,0
ASR31356,0
B01,0
B04,0
B10687,0
B3964A,1
B631,0
BAND10,0
BASEL01,0
BASEL25,0
A10002,0
A265,1
AD5076,0
AQUIB2,0
ASP32119,0
ASR31359,0
B01017,0
B04QY,0
B10688,0
B4317D,0
B6413,0
BAND11,0
BASEL010,0
BASEL26,0
A12245,0
A295/3F,1
AD5417,0
AQUIC4,0
ASP32127,0
AVI1,0
B01018,0
B05,0
B10690,0
B4321B,0
B658/3,0
BAND2,0
BASEL02,0
BASEL27,0
A123,0
A3,0
ADJ,0
AQUIC9,0
ASP32132D,0
B-01,0
B01019,0
B054BWY,0
B10758,0
B4493A,0
B6583,0
BAND3,0
BASEL03,0
BASEL28,0
A1234,0
A45322,0
AK1,0
AQUMR1,0
ASP32134,0
B-1,0
B0118,0
B059BWY,1
B11434,0
B4494B,0
B7012BC,0
BAND4,0
BASEL04,0
BASEL29,0
A12912,0
AB-266,0
AM-FLAG,0
AQUMR2,0
ASP32137,0
B-1118-D13,0
B01227,0
B060BWY,1
BR1078,0
B4524A,0
B7012C,1
BAND5,0
BASEL05,0
BASEL3,0
A12947,0
AC-1,0
AM1,0
AQUMR3,0
ASP32141A,0
B-2,0
B01229,0
B061BWY,1
B11685,0
B4524B,0
B7110,0
BAND6,0
BASEL06,0
BASEL30,0
A13374,0
AC-2,0
AM2,0
AQUMR4,0
ASP32145,1
B-42B,0
B01231,0
B063BWY,1
B1234S,0
B4624B,0
B7418,1
BAND7,0
BASEL07,0
BASEL31,0
A13387,0
AD-2682,0
ANA9820,0
AR8464,0
ASP32198,0
B00013,0
B01243,0
B066BWY,0
B13034,0
B4704A,0
B7560D,1
BAND8,0
BASEL08,0
BASEL32,0
A13416,0
AD1,0
APRO-1,0
AR8667R,0
ASP32199,0
B00017,0
B01248,0
B068BWY,0
B13043,0
B4826B,0
B760J,0
BAND9,0
BASEL09,0
BASEL33,0
A15,0
AD1092,0
AQAMR2,0
AR8813A,1
ASP32200,0
B00018,0
B01259,0
B069BWY,0
B13044,0
B4861B,0
ST33,0
"BANGLE 525",0
BASEL1,0
BASEL34,0
A15D,0
AD2324,0
AQUA,0
ARMY-T-#123,0
ASP32216,0
B00019,0
B01260,0
B077BWY,1
B13180,1
B4886A,0
B7816CB,0
"BANKLE 525",0
BASEL10,0
BASEL35,0
A15B,0
AD2368,0
"AQUA M",0
ASCP1601A,0
ASP32225,0
B00019A,0
B019WBY,0
B080BWY,0
B13331,1
B4894,0
B794J,0
BANTLY6,0
BASEL11,0
BASEL36,0
A15BW,0
R-108,0
"AQUA MASTER",0
ASP260140,2
ASP32230,0
B00020,1
B02,0
B084WY,0
B14194,0
B4902A,1
B806P,0
BANTLY7,0
BASEL12,0
BASEL37,0
A15C,0
R-1339,0
AQUA15,0
ASP26108,0
ASP32258,0
B00021,0
B02016,0
B089WBY,0
B14688,0
B501539,0
B812J,0
"BAS A16",0
BASEL13,0
BASEL38,0
A15E,0
AD2604,0
AQUA23,0
ASP26109,0
ASPC3239,0
B00022,0
B020BWY,1
B090,0
B15007,0
B5042,0
B812JIN,0
BAS3441,0
BASEL14,0
BASEL39,0
BASEL64,0
BEZEL,0
BG-845,0
BG2985,0
BG4857,0
BG845,0
BL013,0
BLG0041,0
BLR-031,0
BM119A,0
BM184,0
BP1100,0
BR-02,0
BR-1016B,0
BASEL40,0
BASEL7,0
"BEZEL    A",0
BG-846,0
BG3,0
BG4883,0
BG9,0
BL013BW,0
BLG0042,0
BLR-032,0
BM124A,0
BM185,0
BPC32931,0
BR-02A,0
BASEL41,0
BASEL71,0
"BEZEL A",0
BG-847,1
BG3427,0
BG4886,1
"BGD BL",0
BL013YW,0
BLG0043,0
BLR-06,0
M134,0
BM186,0
BPC32934A,0
BR-03,0
BASEL42,0
BASEL8,0
"BEZEL B",0
BG-850,0
BG3539,0
BG4886A,0
BGDBL,0
BL014,0
BLG0045,1
BLR009,0
BM135,0
BM187,0
BPC33060A,0
BR-04,0
BASEL43,0
BASEL9,0
"BEZEL D",0
BG00001,0
BG4,0
BG4888,0
BGG0020,0
BL014A,0
BLR-002,1
BLR018,0
BM141A,0
BM188,1
BPC33090,0
BR-05,0
BASEL44,0
BAZEL26,0
"BEZEL E",0
BG001,0
BG4016,0
BG4901,0
BGM009,0
BL014BW,0
BLR-002A,0
"BLUE DI",0
BM151,1
BM189,0
BPC33137,1
BR-06,0
BASEL45,0
BAZL21D,0
"BEZEL F",0
BG001A,0
BG4016S,0
BG4902,0
BGM028,1
BL015,0
BLR-003,0
"BLUE LOOSE DIA",0
BM152,0
BM190,0
BPC33139,0
BR-07,0
BASEL46,0
BCG05B,0
BEZEL1,0
BG002,0
BG4498,1
BG4902H,2
BGWBD-959,0
BL016,0
BLR-004,1
BM-01,0
BM153,0
BM191,0
BR,0
BR-08,0
BASEL47,0
BCG007,0
BEZEL12,0
BG0020B,0
BG4507,0
BG4903,1
BILLL-30,0
BL017,0
BLR-005,1
BM-02,0
BM154,0
BM192,0
"BR 22KT",0
BR-08B,0
BASEL48,0
BCG010,0
BEZEL135,0
BG01,0
BG4524,0
BG4904,0
BJ5402,0
BL017A,0
BLR-009,1
BM-03,0
BM156,0
BM193,0
BR#557,0
BR-09,0
BASEL49,0
BCG011,0
BEZEL15,0
BG02,0
BG4525,1
BG4929,1
BL-021,1
BL017BW,0
BLR-01,1
BM-04,0
BM157,0
BM194,0
BR-11,0
BR-2306,0
BASEL5,0
BCG081,0
BEZEL2,0
BG03,0
BG4534,0
BG4934,0
BL001,0
BL018,1
R5725,0
BM-505,0
BM158,0
BM195,0
BR--12,0
BR-10,0
BASEL50,0
BDY,0
BEZEL281,0
BG1,0
BG4563,1
BG4939,0
BL001W,0
BL018YW,1
BLR-07,0
BM-O1,0
BM159,1
BM196,0
BR-0001,0
BR-100,0
BASEL51,0
BELT,0
BEZEL29,0
BG112,0
BG4563WY,0
BG5,0
BL001Y,0
BL019,0
BLR-013,0
BM032,0
BM170,0
BM197,0
BR-0002,0
BR-1000,0
BASEL52,0
BENNY,0
BEZEL6,0
BG1124,0
BG4563YW,0
BG525,0
BL002,0
BL020,2
BLR-015,0
BM059,1
BM171,1
BM198,1
BR-0003,0
TE-27,0
BASEL53,0
BENNY01,0
BEZEL4,0
BG114,0
BG4723,0
BG54708,0
BL003,0
BL020YB,0
BLR-016,1
BM066,0
BM172,0
BN-1125,0
BR-001,0
BR-1002,0
BASEL54,0
BENTLY,0
BEZEL5,0
BG115,0
BG4756,0
BG5496,0
BL004,0
BL021,1
BLR-017,0
BM083,0
BM173,0
BN1548B,0
BR-002,1
BR-1003,0
BASEL55,0
"BENTLY DIAL",0
BEZEL675,0
BG1150,0
BG4756A,0
BG5496A,0
BL005,0
BL022,0
BLR-018,0
BM083Y,0
BM174,0
BNES-28,0
BR-003,0
BR-1004,0
BASEL56,0
"BENTLY DIAL2",0
BEZEL7,0
BG1154,0
BG4777,2
BG5496B,0
BL006,0
BL023,0
BLR-019,2
BM092,0
BM175,0
BO25BWY,0
BR-004,0
BR-1005,0
BASEL57,0
BENTLY3,0
BEZEL8,0
BG119,0
BG552,1
BL007B,0
BL024,2
BLR-020,0
BM094,0
BM176,0
"BONE CR-11224",0
BR-005,1
BR-1006,1
BASEL58,0
BENTLY4,0
BEZELC,0
BG14103,0
BG4780,0
BG554,0
BL007WG,0
BL024BW,0
BLR-08,1
BM105,0
BM177,0
BONE02,0
BR-006,0
BR-101,0
BASEL59,0
BENTLY5,0
BG,0
BG1A,0
BG4783,0
BG589,0
BL008,0
BL025W,0
BLR-022,1
BM105WY,0
BM178,0
BOOPL,0
BR-007,0
BR-1010,0
BASEL6,0
BESBEN1,0
"BG 525",0
BG2,0
BG4823,0
BG6,0
BL009,0
BL027,0
BLR-023,0
BM106,0
BM179,0
"BOUNCE CHECK",0
BR-008,0
BR-1014,0
BASEL60,0
BESBEN2,0
BG-001,0
BG2016,0
BG4823A,0
BG6103,0
BL009B,0
BL027WB,0
BLR-026,0
BM107,0
BM180,0
BOX,0
BR-01,0
"BR-1014 B",0
BASEL61,0
BESBEN3,0
BG-300,0
BG221,0
BG4823B,0
BG6139,1
BL009BW,0
BL20-1,0
BLR-027,1
BM111,0
BM181,0
BOXW02,0
BR-010,0
BR-1014B,0
BASEL62,0
BESBEN4,0
BG503,0
BG234,1
BG4826,0
BG7,0
BL011,0
BL2123,0
BLR-028,0
BM112,0
BM182,0
BOXW04,0
BR-011,0
BR-1015,0
BASEL63,0
BESSYP,0
BG-525,0
BG2677,0
BG4833,0
BG8,0
BL012YW,0
LD2207,0
RLD176,1
BM119,0
BM183,0
BOXY05,0
BR-011A,0
BR-1016,0
BR-115,0
BR-13456,0
BR-18,1
BR-2319,0
BR-308,0
BR-49,0
BR-72,0
BR-940,0
BR0015,0
BR012YW,0
BR044,1
BR0599,0
BR086,0
BR10109,0
BR-1017,0
BR-116,0
BR-13457,0
BR-185,0
BR-2320,0
BR-309,0
BR-5,0
"BR-72 SAPFAIR",0
BR-955,0
BR0016,0
BR013,0
BR0449,0
BR06,0
BR086BW,0
BR-1018,0
BR-117,0
BR-138,0
BR-19,0
BR-2321,0
BR-31,0
BR-50,0
BR-73,0
BR-963,0
BR0017,0
BR014,0
BR0461,0
BR060,0
BR086YW,0
BR-1019,0
BR-1175,0
BR-14,0
BR-1930,0
BR-2323,0
BR-318,0
BR-51,0
BR-74,0
BR-964,0
BR0018,1
BR015YW,0
BR04623,0
BR0624,0
BR087,0
BR-102,0
BR-1195,0
BR-1423,0
BR-195,0
BR-2324,0
BR-32,0
BR-52,0
BR-75,0
BR-99,0
BR0019,0
BR016BW,0
BR0469,0
BR0624A,0
BR0874,0
BR-1020,0
BR-12,0
BR-143,0
BR-1A,0
BR-2324A,0
BR-323,0
BR-53,0
BR-76,0
BR-990,0
BR002,0
BR017,0
BR047,2
BR064,1
BR087WY,1
BR-1044,0
BR-1200,0
BR-144,0
BR-1O66,0
BR-2326,0
BR-324,0
BR-54,0
BR-77,0
BR-990B,0
BR0020,0
BR018,0
BR0470,0
BR066,0
BR089,0
BR-105,0
BR-1213,0
BR-145,0
R-528,0
BR-2327,0
BR-33,0
BR-5475,0
BR-80,0
BR.PR-1001,0
BR0021,0
BR019,0
BR0476,1
BR069,0
BR089WY,1
BR-1063,0
BR-1221,0
BR-146,0
BR-20,0
BR-2362,0
BR-335,0
BR-54855,0
BR-81,0
BR00,0
BR0022,0
BR02,0
BR0481,0
BR069WY,0
BR089YW,0
BR-1064,0
BR-1238,0
BR-147,0
BR-2001,0
BR-2362A,0
BR-34,0
BR-56,0
BR-83,0
BR0001,0
BR0028,0
BR020,0
BR0486,0
BR070,0
BR094,0
"BR-1064 B",0
BR-1239,0
BR-148,0
BR-2002,0
BR-24,0
BR-35,0
BR-57,0
BR-84,0
BR00010,0
BR003,0
BR02016,0
BR048A,0
BR072,0
BR096,0
BR-1064-B,0
BR-1240,0
BR-1484,0
BR-2003,0
BR-240,0
BR-36,0
BR-5736,0
BR-847,0
BR00012,1
BR004,1
BR022,0
BR049,2
BR074,0
BR098,0
BR-1065,0
BR-1242,0
BR-149,0
BR-2004,0
BR-25,0
BR-37,0
BR-58,0
BR-85,0
BR0002,0
BR0046,0
BR022B,1
BR05,0
BR075,0
BR099,0
BR-1065A,0
BR-1245,0
BR-15,0
BR-201,0
BR-253,0
BR-39,0
BR-59,0
BR-86,0
BR0003,0
BR005,0
BR023,0
BR050,0
BR076,0
BR1,0
BR-1066,0
BR-1246,0
BR-150,0
BR-21,0
BR-26,0
BR-3A,0
BR-60,0
BR-87,0
BR0005,1
BR006A,2
BR024BWY,2
BR052,0
BR077W,0
BR10,0
BR-10PR,0
BR-1247,0
BR-1500,0
BR-2120,0
BR-27,0
BR-3B,0
BR-61,0
N-870,0
BR0005A,0
BR009,0
BR026,1
BR0527,1
BR078,0
BR100,0
BR-110,0
BR-1248,0
BR-1501,0
BRL-501,0
BR-28,0
BR-4,0
BR-62,0
BR-88,0
BR0006,0
BR009BW,0
BR029,0
BR052BWY,1
BR079,0
BR1000,0
BR-111,0
BR-1249,0
BR-1502,0
BR-2181,0
BR-283,0
BR-40,0
BR-63,0
BR-89,0
BR0007,1
BR01,0
BR03,0
BR0532,0
BR079WY,0
BR10001,1
BR-1117,0
BR-1250,0
BR-151,0
BR-2188,0
BR-2882,0
BR-41,0
BR-64,0
BR-90,0
BR0008,2
BR010,0
BR030,0
BR0533,0
BR080,0
BR1001,0
BR-2315,0
BR-1251,0
BR-152,0
BR-22,1
BR-29,0
BR-42,0
BR-65,0
BR-901-1102,0
BR0009,1
BR0101,1
BR030BW,1
BR054,0
BR080WY,1
BR1002,0
BR-112,0
BR-82,0
BR-153,0
BR-2233,0
BR-2989,0
BR-43,0
BR-66,0
BR-901/1107,0
BR001,0
BR012,0
BR030WY,0
BR055,0
BR081,0
BR100210,1
BR-1123,0
BR-12614,0
BR-154,0
BR-224,0
BR-3,0
BR-44,0
BR-67,0
BR-91,0
BR0010,2
BR01200,1
BR040,0
BR0555,0
BR081YW,0
BR10025,0
BR-113,0
BR-1274,0
BR-16,0
BR-225,0
BR-30,0
BR-443,0
BR-68,0
BR-92,0
BR0011,1
BR01232,0
BR041,0
BR056,0
BR082,1
BR1003,0
BR-11323,0
BR-1275,0
BR-1630,0
BR-229,0
BR-3012,0
BR-45,0
BR-69,0
BR-93,0
BR0011A,0
BR0125,1
BR04109,0
BR056A,0
BR083WY,1
BR1005,0
BR-1133,0
CR-2258,0
BR-16446,0
BR-23,0
BR-3017,0
BR-46,0
BR-70,1
BR-938,0
BR0012,1
BR01261,0
BR042,0
BR058,0
BR084,0
BR1006,0
BR-114,0
BR-13,0
BR-1679,0
BR-2307,0
BR-3026,0
BR-47,0
BR-71,0
BR-939,0
BR0013,0
BR012B,0
BR043,0
BR058A,0
BR085,0
BR101,0
BR-11434,0
BR-130,0
BR-17,0
BR-2317,0
BR-3027,0
BR-48,0
BR-726,0
BR-94,0
BR0014,0
BR012WB,1
BR043BW,0
BR0597,0
BR085WY,1
BR1010,0
BR138,1
BR1117,0
BR120,1
BR1245,0
BR13,0
BR1361,2
BR14665,0
BR15726,1
BR1681,0
BR201,0
BR2213,0
BR2318,0
BR2364,0
BR27519,0
BR10123,0
BR5,0
BR1117B,0
BR1200,0
BR1247,0
BR13007,0
BR13650,0
BR147,0
BR1573,0
BR171,1
BR2030,1
BR2214,1
BR2318A,0
BR23702,0
BR1014,0
BR1068,1
BR1117C,0
BR12097,0
BR1249,0
BR1306,0
BR137,1
BR1475,1
BR1575,0
BR173,0
BR2046,0
BR2221,0
BR2320,0
BR2391,1
BR1014B,0
BR1069,0
BR1118,0
BR120A,0
BR124A,0
BR13086,1
BR13739,1
BR1475A,0
BR158,0
BR1756,0
BR208,1
BR2228,0
BR2320A,0
BR25,0
BR1015,0
BR107,0
BR112,0
BR1211,0
BR125,0
BR13088,1
BR1387,0
BR14793,0
BR1588,0
BR178,0
BR2099,1
BR2231,0
BR2323,0
BR24001,1
BR10156,1
BR1070,0
BR1120,0
BR1212,0
BR1250,1
BR1310,1
BR13887,0
BR14798,1
BR159,0
BR1782P,0
BR21,0
BR2233,0
BR2324,0
BR24032,1
BR1016,0
BR63,0
BR1124,0
BR12150,1
BR1251,0
BR1315,1
BR13894,0
BR14925,1
BR15901,0
BR1790,0
BR211,0
BR2235,0
BR2325,0
BR241,0
BR1017,0
BR121,0
BR1128,0
BR121A,1
BR1254,3
BR1317,0
BR13895,0
BR1494,0
BR15932,0
TN45,1
BR2114,1
BR539AL,0
BR2327,0
BR242,1
BR101W,1
BR1073,0
BR11287,1
BR122,0
BR1255,1
BR13176,0
BR139,0
BR15,0
BR15975,0
BR183,0
BR2119,0
BR23,1
BR2327A,0
BR246,0
BR102,0
BR10735,1
BR1129,0
BR1222,0
BR12559,0
BR131A,0
BR13986,0
BR1502,0
BR16071,0
BR1830,0
BR2121,1
BR230,0
BR23285,0
BR249,0
BR10237,0
BR1075,1
BR133,0
BR12226,1
BR1256,1
BR131B,1
BR14,0
BR1503,0
BR15979,0
BR1842,0
BR2122,0
BR23001,0
BR234,0
BR2516,0
BR103,1
BR10778,1
BR1133,0
BR122A,1
BR1257,0
BR1321,0
BR140,0
BR15102,1
BR16,0
BR185W1,0
BR2123,0
BR23035,0
BR2340,0
BR2517,0
BR10388,0
BR10781,0
BR1136,0
BR122B,0
BR1258,0
BR1322,0
BR14052,0
BR15171,0
BR160,0
BR185W2,0
BR213,1
BR23038,0
BR2341,1
BR253,0
BR1047,0
BR10871,0
TN2240,0
BR123,0
BR126,0
BR13225,0
BR141,0
BR152,0
BR16051,1
BR1888,0
BR2131,0
BR23039,0
BR2342,0
BR2545,1
BR10478,0
BR1091,1
BR11465,1
BR1230,0
BR1267,0
BR13323,0
BR1419,0
BR15344,0
BR16069,0
BR19,0
BR21321,0
BR23040,0
BR2344,0
BR2550,1
BR10485,1
BR1096,0
BR2003,0
BR12314,1
BR1268,0
BR134,0
BR142,0
BR15344B,0
BR1620,1
BR190W1,0
BR2135,0
BR2306,0
BR2345,0
BR26,0
BR10497,0
BR11,0
BR1150,1
BR12325,0
BR126A,0
BR1344,0
BR1423,0
BR15344W,0
BR163,1
BR1914,0
BR214,0
BR23060,0
BR2346,0
BR2601,0
BR105,0
BR1101,1
BR1157,1
BR12345,0
BR127,0
BR1345,0
BR14253,0
BR1543,0
BR1630,0
BR1930,0
BR2145,0
BR23061,0
BR2348,0
BR2614,0
BR1056,0
BR11023,0
BR116,0
BR12346,0
BR12701,1
BR134A,1
BR14274,0
BR15472,0
BR1631,0
BR194,0
BR2154,0
BR23062,0
BR23481,0
BR2615,0
BR105W,0
BR1103,1
BR117,1
BR1235,0
BR1271,0
BR1351,1
BR1429,1
BR15476,0
BR1632,0
BR195,0
BR2155,0
BR23082,0
BR235,0
BR2616,0
BR106,0
BR1107,0
BR118,0
BR1236,0
BR12717,1
BR13510,0
BR14317,1
BR15487,1
BR1635,1
BR19522,1
BR216,0
BR23085,0
BR2350,0
BR2617,0
BR1062A,0
BR111,0
BR11852,0
BR1238,0
BR1274,0
BR13522,0
BR1435,0
BR155,0
BR1638,0
BR196,0
BR517,0
BR23092,0
BR23510,0
BR2641,2
BR1063,0
BR1110,1
BR11867,0
BR1239,0
BR127A,1
BR13533,1
BR14386,0
BR15535,0
BR16428,0
BR197,0
BR218,0
BR23093,0
BR2356,1
BR26635,1
BR1064,0
BR1111,0
BR119,0
BR124,0
BR132,0
BR1355,0
BR1442,0
BR15537,0
BR165,0
BR1WBY,0
BR2188,0
BR231,0
BR2358,0
BR27,0
BR10645,0
BR11111,0
BR1195,0
BR1240,1
BR1280,0
BR1357,1
BR145,0
BR156,0
BR16691,0
BR20,0
BR22,0
BR2314,0
BR23582,0
BR27150,1
BR1065,0
BR1112,1
BR1196,0
BR1242,0
BR12945,1
BR135A,1
BR14535,1
BR157,0
BR1670,1
BR2002,0
BR220,0
BR2315,0
BR236,0
BR2718,0
BR1065A,0
BR1113,0
BR11WY,0
BR1243,0
BR129A,0
BR136,0
TN11,0
BR1572,1
BR168,0
BR2004,0
BR222,0
BR2315B,0
BR23626,0
BR2720,0
BR3027A,0
BR3346,1
BR367P,1
BR4214D,0
BR4434,1
BR456,0
BR4861A,0
BR50450,1
BR53301,0
BR5621,0
BR5773,0
BR6067A,0
BR6120A,0
BR6186,1
BR279,0
BR305,1
BR335,0
BR36935,0
BR4214E,0
BR444,0
BR4562,0
BR4861B,0
BR506,0
BR5397,0
BR5634,0
BR5783,0
BR6079,0
BR6120B,0
BR28,0
BR3064,0
BR3350,0
BR375,1
BR4214YW,0
BR4450,0
BR4563,0
BR4862,0
BR50765,1
BR54-019,0
BR5640,0
BR5811,0
BR6079A,0
BR6128,0
BR281,0
BR308,0
BR3356,0
BR3954,0
BR4214WB,0
BR4456,1
BR45777,0
BR4862WY,1
BR5103,0
BR5410,1
BR5641,0
BR5815,0
BR6080,0
BR6132,0
BR2820,1
BR31,0
BR336,0
BR3955,0
BR4215,1
BR44578,0
BR4580,1
BR487,0
BR515,1
BR5420,0
BR5642,1
BR5833,0
BR6081,0
BR6133,0
BR283,0
BR3107,0
BR337,0
BR3961,0
BR421BW,0
BR4489,0
BR4582,0
BR48705,1
BR5150,1
BR5431,0
BR5643,0
BR589,0
BR6082,0
BR6135,0
BR2833,1
BR3109,0
BR338,0
BR3962,0
BR426,0
BR4489A,0
BR46,0
BR4871,0
BR5169,0
BR54321,0
BR5647,0
BR5906,0
BR6084,0
BR6140,0
BR284,0
BR3113,0
BR339,0
BR3963,0
BR4261,1
BR4490,0
BR4605,1
BR4875,0
BR5170,2
BR5449,0
BR5659,1
BR5920,0
BR6084A,1
BR6140WY,0
BR285,1
BR3151,1
BR34,0
BR3964,0
BR4262,0
BR4491,0
BR4623,0
BR4876,0
BR5171,0
BR5454,1
BR5668,0
BR5925,1
BR6092,0
BR6142,0
BR2875,0
BR318,1
BR3418,0
BR3964A,0
BR427,1
BR4491A,0
BR4641,1
BR4878,0
BR5171A,0
BR546,0
BR5669,0
BR5930,0
BR6092B,0
BR6143,0
BR2882,0
BR319,0
BR342,0
BR3965,0
BR4270,0
BR4493,0
BR4650,0
BR4886A,0
BR5171B,1
BR5470,0
BR5671,0
BR5938,0
BR6092C,0
BR6143WY,0
BR28882,1
BR32,0
BR344,0
BR396A,0
BR4303,0
BR4493A,0
BR4654,0
BR4888,0
BR5180,1
BR5475,0
BR5671L,0
BR5940,1
BR6092D,1
BR6144WB,0
BR2896,0
BR321,0
BR345,1
BR4,0
BR43099,1
BR4494,0
BR4657,1
BR4897,0
BR5187,1
BR5475B,0
BR5675,0
BR5975,0
BR6094,1
BR6144WY,0
BR29,0
BR3210,0
BR3455,0
BR401,1
BR4310,1
BR450,0
BR47025,0
BR4902,0
BR5187A,0
BR5475BW,0
BR5676,1
BR5978,0
BR61,0
BR6145,0
BR2911,0
BR3214,0
BR3456,0
BR4025,1
BR4319,1
BR4501,0
BR4704,0
BR4903,0
BR5187B,0
BR5475YW,1
BR5687,0
BR5979,0
BR6106,0
BR6145WY,0
BR2914,0
BR32166,1
BR3468,1
BR407,1
BR4320,0
BR4509,0
BR4723,0
BR4904,0
BR5192,1
BR5507,1
BR5688,1
BR5989,1
BR6110,0
BR6148,1
BR2918,1
BR3238,0
BR3477,0
BR409E,0
BR4320A,0
BR4509A,0
BR4769,1
BR4915,0
BR5213,0
BR5532EM,2
BR5694,0
BR5989WY,1
BR6111,0
BR6148WB,0
BR2948,0
BR324,0
BR349,0
BR410,0
BR4321,0
BR4521,0
BR4776,0
BR4929,0
BR522,0
BR5533,0
BR57110,0
BR5996WB,0
BR6111WB,0
BR6148WY,0
BR2954,0
BR3252,0
BR3514,1
BR4115,0
BR4321A,0
BR453,1
BR4781,0
BR493,0
BR5245,1
BR55412,1
BR5712,1
BR5996WY,0
BR6111WY,0
BR6149,1
BR29550,0
BR3279,0
BR3515,0
BR4120,1
BR4325,0
BR4533,0
BR4781A,2
BR4938,0
BR5255,1
BR5550,1
BR5722,0
BR6,0
BR6112,1
BR6149WB,1
BR297,0
BR33,0
BR354,0
BR415,1
BR433,0
BR454,0
BR4782,0
BR49IJM,0
BR5256,0
BR5562,0
BR5724,0
BR6011,0
BR6112WY,0
BR615,0
BR29999,0
BR3316,1
BR3549,0
BR41542,0
BR43560,1
BR4541,1
BR4783,0
BR4B,0
BR5264,0
BR5563,0
BR5730,0
BR6014,0
BR6117,1
BR6151,0
TN2176,0
BR332,0
BR3552,1
BR4206,1
BR439,0
BR4545,1
BR4792,1
BR5001,0
BR5301,0
BR5564,1
BR5741,0
BR6023,0
BR6117BW,0
BR6156,1
BR30,0
BR3325,0
BR357,1
BR4214,1
BR44000,0
BR455,0
BR4813,1
BR5032,0
BR5302,1
BR5565,1
BR5741WBY,0
BR6058,0
BR6118,0
BR6156A,1
BR3012,1
BR333,0
BR3570,0
BR4214A,0
BR4406,0
BR4550,0
BR4826,0
BR5032A,0
BR5302A,0
BR5566,0
BR575,1
BR606,1
BR6118WB,0
BR6164,0
BR3014,0
BR334,0
BR365F,0
BR4214B,0
BR4412,0
BR45513,0
BR4826A,0
BR5034,1
BR5302B,0
BR5589,0
BR5766,0
BR6065,0
BR6118WY,0
BR6165,0
BR3027,0
BR3345,1
BR365I,0
BR4214BWY,0
BR4413,0
BR4556,0
BR4861,0
BR5042,0
BR5330,0
BR5602,1
R5770,0
BR6067,0
BR6120,0
BR6166,1
BR6825,0
BR7781,1
BR89025,0
BR9751,1
BS0174,0
BSC8113,0
C.Z.,0
C13046,0
C40566,1
C5754,1
CH-10,0
CH-1138,0
CH-2242,0
CH-3054,0
BR619,0
BR685,0
BR7784,0
BR8915,0
BR9810,1
BS1040,0
BSC8120,0
C005,0
C13047,1
C4174B,2
C5819,1
CH-1000,0
CH-115,0
CH-2260,0
BR620,0
BR687,0
BR77841,1
BR8952,0
BR9837,0
BS16371,0
BSC8518,0
C10447,1
C13082,0
C440,0
C6161,1
CH-1001,0
CH-11512,0
CH-230,0
BR6210,1
BR6970,1
BR77842,0
BR9,0
BR99,0
BS8166,0
BSC8521,0
C10452,1
C13319,0
C4443,1
C7704,1
CH-1002,0
CH-116,0
CH-2307,0
BR6222,0
BR7,0
BR7841,0
BR90,0
BR994,0
BS8166A,0
BT015595,0
C10509,0
C13335,0
C4458B,0
CAIN1,0
CH-1003,0
CH-1190,0
CH-235,0
